점검일자,연월,지사,사업장,점검자,직급,점검유형,Area/공정,위험분류,위험요소원본,심각도원본,심각도점수,지적내용_평문,조치유형,조치활동분류,조치내용_평문,완료여부,지적내용,조치내용
2026-05-11,2026-05,전북지사,군산항 부두,INSPECTOR_05,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,기타,기타,개선필요 [하],1.0,위험물저장소 구역 내 안전 표지가 변색되어 식별이 어려우므로 교체가 필요함,즉시처리,설치·구조물,"MSDS관련표지, 위험물 경고표지 및 위험물 안전수칙표지 제작 후 현장에 설치 완료 함",완료,"[군산항 3부두]
위험물저장소 구역 내 안전 표지가 변색되어 식별이 어려우므로 교체가 필요함","MSDS관련표지, 위험물 경고표지 및 위험물 안전수칙표지 제작 후 현장에 설치 완료 함"
2026-05-11,2026-05,강원지사,안인,INSPECTOR_19,EHS팀 선임,지사 주관,강원지사_ 안인,관리적미흡,관리적 미흡,개선필요 [하],1.0,"건설기계(휠로더) 작업시 반사띠 부착 필요 반사띠 미부착시 충돌,협착,등 재해 위험 반사띠 부착 요청",즉시처리,기타,조치완료,완료,"<지적사항>
건설기계(휠로더) 작업시 반사띠 부착 필요
<위험요인>
반사띠 미부착시 충돌,협착,등 재해 위험
<조치요청>
반사띠 부착 요청",조치완료
2026-05-11,2026-05,강원지사,삼척,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 삼척,관리적미흡,관리적 미흡,개선필요 [중],2.0,"출입통제조치 조치 관련 시건방식의 개선 및 게이트의 설치 필요 관계자 외 인원의 출입으로 인한 추가 재해(익수, 추락 등) 위험 발전소 화주사 하역부두 시설 게이트 설치건에 대한 안전성 검토 및 적용 가능성에 대한 요청 및 검토 중",즉시처리,설치·구조물,발전소 화주사 하역부두 시설 게이트 설치건에 대한 안전성 검토 완료 및 해당 구역 설치완료,완료,"<지적사항>
출입통제조치 조치 관련 시건방식의 개선 및 게이트의 설치 필요
<위험요인>
관계자 외 인원의 출입으로 인한 추가 재해(익수, 추락 등) 위험
<조치요청>
발전소 화주사 하역부두 시설 게이트 설치건에 대한 안전성 검토 및 적용 가능성에 대한 요청 및 검토 중 ",발전소 화주사 하역부두 시설 게이트 설치건에 대한 안전성 검토 완료 및 해당 구역 설치완료
2026-05-08,2026-05,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,전도,전도,개선필요 [하],1.0,"의왕CFS 식품창고 배수관과 연결되는 지게차 램프의 노면이 파손되어 해당 구멍에 발걸림, 넘어짐 위험 존재",즉시처리,설치·구조물,지게차 램프 노면 몰탈작업을 통한 보수 완료,진행(조치 후),"의왕CFS 식품창고 배수관과 연결되는 지게차 램프의 노면이 파손되어 해당 구멍에 발걸림, 넘어짐 위험 존재",지게차 램프 노면 몰탈작업을 통한 보수 완료
2026-05-08,2026-05,목포지사,대불부두,INSPECTOR_20,EHS팀 선임,지사 주관,목포지사_ 대불부두,추락,추락,개선필요 [중],2.0,부두 차막이 보수 필요(RO-RO 작업 시 일부 탈락 또는 손상으로 차량 추락사고 우려),즉시처리,기타,차막이 탈락부 보완 완료(STS재질),완료,"[대불부두]
부두 차막이 보수 필요(RO-RO 작업 시 일부 탈락 또는 손상으로 차량 추락사고 우려)","[대불부두]
차막이 탈락부 보완 완료(STS재질)"
2026-05-08,2026-05,목포지사,대불부두,INSPECTOR_20,EHS팀 선임,지사 주관,목포지사_ 대불부두,관리적미흡,관리적 미흡,개선필요 [하],1.0,타이어칩 보관장소 출입통제 라인 설치 필요,즉시처리,설치·구조물,타이어칩 선적 완료 후 남은 잔량 보관공간 → 출입통제 라인 설치 완료,완료,"[대불부두]
타이어칩 보관장소 출입통제 라인 설치 필요","[대불부두]
타이어칩 선적 완료 후 남은 잔량 보관공간
→ 출입통제 라인 설치 완료 "
2026-05-08,2026-05,부산지사,우암,INSPECTOR_17,EHS팀 선임,지사 주관,부산지사_ 우암,충돌,충돌,개선필요 [상],3.0,외부 공사업체 작업 시 작업구역 표시 미흡 → 라바콘 등 활용하여 작업구역 표시,즉시처리,기타,라바콘 활용하여 작업구역 표시 및 작업 중 관리감독 완료,완료,외부 공사업체 작업 시 작업구역 표시 미흡 → 라바콘 등 활용하여 작업구역 표시,라바콘 활용하여 작업구역 표시 및 작업 중 관리감독 완료
2026-05-08,2026-05,부산지사,우암,INSPECTOR_17,EHS팀 선임,지사 주관,부산지사_ 우암,끼임·협착,끼임ㆍ협착,개선필요 [상],3.0,톤백 보수 시 작업자 깔림 위험 → 톤백거치대에 톤백 올린 후 작업 필요,즉시처리,교육·지도,톤백거치대 활용할 수 있도록 즉시 계도 조치 완료,완료,톤백 보수 시 작업자 깔림 위험 → 톤백거치대에 톤백 올린 후 작업 필요,톤백거치대 활용할 수 있도록 즉시 계도 조치 완료
2026-05-08,2026-05,당진지사,당진지사,INSPECTOR_09,EHS팀 선임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [상],3.0,- CSU B호기 하부 전기실 출입문 고리 파손 - 주무부서에 출입문 고리 교체 요청,,미분류,,진행(조치 전),"- CSU B호기 하부 전기실 출입문 고리 파손
- 주무부서에 출입문 고리 교체 요청",
2026-05-08,2026-05,당진지사,당진지사,INSPECTOR_09,EHS팀 선임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [중],2.0,- 1부두 옥외소화전 앞 장애물로 개방 간섭,즉시처리,제거·차단,- 옥외소화전 앞 장애물 제거,완료,- 1부두 옥외소화전 앞 장애물로 개방 간섭,- 옥외소화전 앞 장애물 제거
2026-05-08,2026-05,광양지사,LME/공컨장치장,INSPECTOR_06,EHS팀 주임,지사 주관,광양지사_LME/공컨장치장,관리적미흡,관리적 미흡,개선필요 [중],2.0,- 텐트하우스 내부 이동 보관화물인 망간 MSDS 미비치,,미분류,,진행(조치 전),- 텐트하우스 내부 이동 보관화물인 망간 MSDS 미비치,
2026-05-08,2026-05,부산지사,SBCD,INSPECTOR_10,EHS팀 책임,지사 주관,부산지사_ SBCD,관리적미흡,관리적 미흡,개선필요 [중],2.0,주간점검-용접기 주변 인화성 물체(락카) 비치,즉시처리,제거·차단,화기작업도구 주변 가연성 및 인화성 물질 정리 및 표지 부착,완료,주간점검-용접기 주변 인화성 물체(락카) 비치,화기작업도구 주변 가연성 및 인화성 물질 정리 및 표지 부착
2026-05-08,2026-05,부산지사,SBCD,INSPECTOR_10,EHS팀 책임,지사 주관,부산지사_ SBCD,관리적미흡,관리적 미흡,관계법규 위반,4.0,주간점검-R/S 경광등 미점등으로 작업 수행,즉시처리,교육·지도,R/S 경광등 점등 지도 (현장 즉시 계도),완료,주간점검-R/S 경광등 미점등으로 작업 수행,R/S 경광등 점등 지도 (현장 즉시 계도)
2026-05-08,2026-05,부산지사,SBCD,INSPECTOR_10,EHS팀 책임,지사 주관,부산지사_ SBCD,관리적미흡,관리적 미흡,개선필요 [하],1.0,주간점검 - 미사용 작업도구 정리정돈 미흡,즉시처리,제거·차단,주간점검-미사용 작업도구 정리 및 정돈 완료,완료,주간점검 - 미사용 작업도구 정리정돈 미흡,주간점검-미사용 작업도구 정리 및 정돈 완료
2026-05-08,2026-05,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,정리정돈,정리정돈,개선필요 [하],1.0,물류창고 주변 폐기물 정리정돈 필요 정리정돈 및 환경위생 차원에서 폐기물 처리,즉시처리,제거·차단,물류창고 주변 폐기물 제거 및 정리정돈 완료,완료,"<지적사항>
물류창고 주변 폐기물 정리정돈 필요
<위험요인>
정리정돈 및 환경위생 차원에서 폐기물 처리",물류창고 주변 폐기물 제거 및 정리정돈 완료
2026-05-08,2026-05,광양지사,LME/공컨장치장,INSPECTOR_12,EHS팀 책임,지사 주관,광양지사_ LME/공컨장치장,관리적미흡,관리적 미흡,개선필요 [하],1.0,현장 내 설치된 카메라가 견고하게 고정되어 있지 않아 탈락 우려가 있는 상태임. 카메라 탈락 시 작업자 및 통행자 충돌 위험 카메라 고정 or 제거 조치 필요,,미분류,,진행(조치 전),"<내용>
현장 내 설치된 카메라가 견고하게 고정되어 있지 않아 탈락 우려가 있는 상태임.
<위험요소>
카메라 탈락 시 작업자 및 통행자 충돌 위험
<요청사항>
카메라 고정 or 제거 조치 필요",
2026-05-08,2026-05,광양지사,LME/공컨장치장,INSPECTOR_12,EHS팀 책임,지사 주관,광양지사_ LME/공컨장치장,충돌,충돌,관계법규 위반,4.0,"사업장 내 작업자용 별도 보행자 통로가 지정되어 있지 않은 상태임. 보행자와 차량·장비 동선이 혼재되어 충돌 및 협착 위험이 있음. 보행자 전용 통로를 지정·표시하고, 차량 및 장비 이동 동선과 분리하여 안전통행이 가능하도록 조치 필요.",,미분류,,진행(조치 전),"<내용>
사업장 내 작업자용 별도 보행자 통로가 지정되어 있지 않은 상태임.
<위험요소>
보행자와 차량·장비 동선이 혼재되어 충돌 및 협착 위험이 있음.
<요청사항>
보행자 전용 통로를 지정·표시하고, 차량 및 장비 이동 동선과 분리하여 안전통행이 가능하도록 조치 필요.",
2026-05-08,2026-05,광양지사,LME/공컨장치장,INSPECTOR_12,EHS팀 책임,지사 주관,광양지사_ LME/공컨장치장,관리적미흡,관리적 미흡,개선필요 [하],1.0,현장 내 동정광 MSDS 경고표지가 훼손되어 표시사항 식별이 어려운 상태임. 화학물질 유해·위험정보 확인이 어려워 취급 부주의 및 비상상황 대응 지연 우려 있음. 훼손된 MSDS 경고표지 교체.,,미분류,,진행(조치 전),"<내용>
현장 내 동정광 MSDS 경고표지가 훼손되어 표시사항 식별이 어려운 상태임.
<위험요소>
화학물질 유해·위험정보 확인이 어려워 취급 부주의 및 비상상황 대응 지연 우려 있음.
<요청사항>
훼손된 MSDS 경고표지 교체.",
2026-05-08,2026-05,삼천포지사,GGP,INSPECTOR_14,사원,지사 주관,삼천포지사_ GGP,충돌,충돌,개선필요 [중],2.0,휠로더 후면 반사판 탈락 상태로 야간이나 우천 시 장비 식별이 원활하지 않아 충돌 위험이 우려되어 반사판 재부착 필요성을 코칭.,즉시처리,기타,신규 반사판을 부착하여 차량 후방 식별성을 확보함.,완료,휠로더 후면 반사판 탈락 상태로 야간이나 우천 시 장비 식별이 원활하지 않아 충돌 위험이 우려되어 반사판 재부착 필요성을 코칭.,신규 반사판을 부착하여 차량 후방 식별성을 확보함.
2026-05-08,2026-05,삼천포지사,삼천포발전,INSPECTOR_07,사원,지사 주관,삼천포지사_ 삼천포발전,추락,추락,개선필요 [중],2.0,부두 내 추락위험 구간 체인 시건이 되어 있지 않고 추락주의 표지 미부착.,즉시처리,교육·지도,부두 내 추락위험 구간 체인 시건 및 추락주의 표지 부착.,완료,부두 내 추락위험 구간 체인 시건이 되어 있지 않고 추락주의 표지 미부착.,부두 내 추락위험 구간 체인 시건 및 추락주의 표지 부착.
2026-05-08,2026-05,전북지사,군산항역,INSPECTOR_11,EHS팀 선임,지사 주관,전북지사_ 군산항역,기타,기타,개선필요 [하],1.0,- 기온상승에 따른 관련 현수막으로 교체 필요,즉시처리,설치·구조물,-화물차 운전원 안전계몽 현수막으로 교체 완료,완료,"[운송팀_군산항역]
- 기온상승에 따른 관련 현수막으로 교체 필요",-화물차 운전원 안전계몽 현수막으로 교체 완료
2026-05-08,2026-05,광양지사,하포일반부두,INSPECTOR_06,EHS팀 주임,지사 주관,광양지사_ 하포일반부두,관리적미흡,관리적 미흡,개선필요 [중],2.0,"1) 작업계획서 작성 시 실제 작업 인원과 참석자 서명 인원 불일치 2) 작업계획서 내 잠재위험요인 작성 시 추상적인 위험요인 (협착위험, 추락 및 전도 위험) * 근로자의 행위와 작업 내용에 따른 위험요인 작성 필요",즉시처리,점검·확인,"1)작업계획서 작성 시 실제 작업 인원과 참석자 서명 인원 불일치 -작업 전 실제 작업 투입인원 재확인 후 참석자 전원 서명 실시 완료. 향후 TBM 실시 전 작업인원 현황 확인 후 서명 누락 방지 예정. 2)작업계획서 내 잠재위험요인 작성 시 추상적인 위험요인 기재 -작업 공정 및 근로자 작업행동 기준으로 위험요인 세분화 작성 완료. 톤백 이동 시 지게차 포크와 줄걸이 사이 손가락·발가락 끼임 위험 톤백 적재 상태 불량 및 과적 시 화물 무너짐·전도 위험 지게차 후진 작업 시 작업자 충돌 위험,차량 이동 동선 내 작업자 접근 시 충돌 위험 위 사항 반영하여 실제 작업 중심 위험요인으로 개선 작성 완료.",완료,"1) 작업계획서 작성 시 실제 작업 인원과 참석자 서명 인원 불일치

2) 작업계획서 내 잠재위험요인 작성 시 추상적인 위험요인 (협착위험, 추락 및 전도 위험)
    * 근로자의 행위와 작업 내용에 따른 위험요인 작성 필요","1)작업계획서 작성 시 실제 작업 인원과 참석자 서명 인원 불일치

-작업 전 실제 작업 투입인원 재확인 후 참석자 전원 서명 실시 완료.
 향후 TBM 실시 전 작업인원 현황 확인 후 서명 누락 방지 예정.

2)작업계획서 내 잠재위험요인 작성 시 추상적인 위험요인 기재

-작업 공정 및 근로자 작업행동 기준으로 위험요인 세분화 작성 완료.

톤백 이동 시 지게차 포크와 줄걸이 사이 손가락·발가락 끼임 위험
톤백 적재 상태 불량 및 과적 시 화물 무너짐·전도 위험
지게차 후진 작업 시 작업자 충돌 위험,차량 이동 동선 내 작업자 접근 시 충돌 위험

위 사항 반영하여 실제 작업 중심 위험요인으로 개선 작성 완료."
2026-05-08,2026-05,광양지사,하포일반부두,INSPECTOR_06,EHS팀 주임,지사 주관,광양지사_ 하포일반부두,충돌,충돌,개선필요 [상],3.0,"- 물류운영 1팀 상차 작업 시, 작업지휘자가 중장비를 등진 상태로 작업하여 장비 접근 미인지에 따른 충돌 위험 상존.",즉시처리,점검·확인,"- 물류운영 1팀 상차 작업 시 작업지휘자가 중장비를 등진 상태로 작업하여 장비 접근 미인지에 따른 충돌 위험 상존. 조치내용 ) 작업지휘자 장비 이동 동선 외 안전구역 배치 및 중장비 진행 방향 상시 확인하도록 작업방법 개선 완료. 장비 접근 시 작업자 간 신호체계 및 지게차 유도 실시하여 충돌 위험 예방 조치함. 금번 지적사항을 통해 작업지휘자의 위치 선정 중요성과 중장비 작업 시 충돌 위험성에 대한 경각심을 가지게 되었으며, 작업 중 주변 상황 확인 및 안전거리 확보의 중요성을 다시 한번 인지함.",완료,"- 물류운영 1팀 상차 작업 시, 작업지휘자가 중장비를 등진 상태로 작업하여 장비 접근 미인지에 따른 충돌 위험 상존.","- 물류운영 1팀 상차 작업 시 작업지휘자가 중장비를 등진 상태로 작업하여 장비 접근 미인지에 따른 충돌 위험 상존.

조치내용 ) 
작업지휘자 장비 이동 동선 외 안전구역 배치 및 중장비 진행 방향 상시 확인하도록 작업방법 개선 완료. 
장비 접근 시 작업자 간 신호체계 및 지게차 유도 실시하여 충돌 위험 예방 조치함.

금번 지적사항을 통해 작업지휘자의 위치 선정 중요성과 중장비 작업 시 충돌 위험성에 대한 경각심을 가지게 되었으며, 작업 중 주변 상황 확인 및 안전거리 확보의 중요성을 다시 한번 인지함."
